"DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST","DEP_TIME","DEP_DEL15","DEP_TIME_BLK","ARR_TIME","ARR_DEL15","CANCELLED","DIVERTED","DISTANCE",
1,3,"EV",20366,"EV","N48901","4397",13930,1393007,"ORD",11977,1197705,"GRB","1003",0.00,"1000-1059","1117",0.00,0.00,0.00,174.00,
1,3,"EV",20366,"EV","N16976","4401",15370,1537002,"TUL",13930,1393007,"ORD","1027",0.00,"1000-1059","1216",0.00,0.00,0.00,585.00,
1,3,"EV",20366,"EV","N12167","4404",11618,1161802,"EWR",15412,1541205,"TYS","1848",0.00,"1800-1859","2120",0.00,0.00,0.00,631.00,
1,3,"EV",20366,"EV","N14902","4405",10781,1078105,"BTR",12266,1226603,"IAH","1846",0.00,"1800-1859","2004",0.00,0.00,0.00,253.00,
1,3,"EV",20366,"EV","N606UX","4407",14524,1452401,"RIC",12266,1226603,"IAH","1038",0.00,"1000-1059","1330",0.00,0.00,0.00,1157.00,
1,3,"EV",20366,"EV","N605UX","4408",13871,1387102,"OMA",12266,1226603,"IAH","0555",0.00,"0600-0659","0838",0.00,0.00,0.00,781.00,
1,3,"EV",20366,"EV","N14991","4410",12266,1226603,"IAH",14814,1481402,"SHV","1610",0.00,"1600-1659","1718",0.00,0.00,0.00,192.00,
1,3,"EV",20366,"EV","N15986","4411",12266,1226603,"IAH",12206,1220605,"HRL","1415",0.00,"1400-1459","1531",0.00,0.00,0.00,295.00,
1,3,"EV",20366,"EV","N603UX","4412",13930,1393007,"ORD",10140,1014005,"ABQ","1938",0.00,"1900-1959","2204",0.00,0.00,0.00,1118.00,
1,3,"EV",20366,"EV","N13975","4414",11618,1161802,"EWR",13485,1348502,"MSN","1011",0.00,"1000-1059","1139",0.00,0.00,0.00,799.00,
1,3,"EV",20366,"EV","N616UX","4415",11278,1127805,"DCA",13930,1393007,"ORD","1306",1.00,"1100-1159","1404",1.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N601UX","4417",11278,1127805,"DCA",13930,1393007,"ORD","1843",0.00,"1800-1859","1945",0.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N13979","4418",12266,1226603,"IAH",12451,1245102,"JAX","0735",0.00,"0700-0759","1039",0.00,0.00,0.00,817.00,
1,3,"EV",20366,"EV","N14562","4419",11140,1114008,"CRP",12266,1226603,"IAH","1847",0.00,"1800-1859","1941",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N13979","4421",11618,1161802,"EWR",10785,1078502,"BTV","1441",0.00,"1400-1459","1557",0.00,0.00,0.00,266.00,
1,3,"EV",20366,"EV","N13995","4422",12266,1226603,"IAH",13158,1315805,"MAF","1440",0.00,"1400-1459","1616",0.00,0.00,0.00,429.00,
1,3,"EV",20366,"EV","N11192","4423",12266,1226603,"IAH",11049,1104903,"CLL","2148",0.00,"2100-2159","2224",0.00,0.00,0.00,74.00,
1,3,"EV",20366,"EV","N14993","4427",12266,1226603,"IAH",10747,1074706,"BRO","2133",0.00,"2100-2159","2250",0.00,0.00,0.00,308.00,
1,3,"EV",20366,"EV","N614UX","4427",12953,1295304,"LGA",12266,1226603,"IAH","1554",0.00,"1500-1559","1928",1.00,0.00,0.00,1416.00,
1,3,"EV",20366,"EV","N14568","4432",12266,1226603,"IAH",10781,1078105,"BTR","0940",0.00,"0900-0959","1047",0.00,0.00,0.00,253.00,
1,3,"EV",20366,"EV","N16987","4436",12266,1226603,"IAH",11140,1114008,"CRP","1837",0.00,"1800-1859","1947",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N13995","4437",13158,1315805,"MAF",12266,1226603,"IAH","1700",0.00,"1700-1759","1835",0.00,0.00,0.00,429.00,
1,3,"EV",20366,"EV","N12563","4438",12266,1226603,"IAH",10781,1078105,"BTR","2032",1.00,"1900-1959","2130",1.00,0.00,0.00,253.00,
1,3,"EV",20366,"EV","N13538","4441",13851,1385103,"OKC",12266,1226603,"IAH","1705",0.00,"1700-1759","1838",0.00,0.00,0.00,395.00,
1,3,"EV",20366,"EV","N16987","4445",12951,1295106,"LFT",12266,1226603,"IAH","1150",0.00,"1200-1259","1301",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N29906","4446",12266,1226603,"IAH",13377,1337702,"MLU","2120",0.00,"2100-2159","2225",0.00,0.00,0.00,262.00,
1,3,"EV",20366,"EV","N602UX","4446",12451,1245102,"JAX",12266,1226603,"IAH","1915",1.00,"1900-1959","2052",0.00,0.00,0.00,817.00,
1,3,"EV",20366,"EV","N13989","4447",12266,1226603,"IAH",15624,1562404,"VPS","1820",0.00,"1800-1859","2000",0.00,0.00,0.00,528.00,
1,3,"EV",20366,"EV","N14158","4449",11109,1110902,"COS",12266,1226603,"IAH","1211",0.00,"1200-1259","1536",0.00,0.00,0.00,809.00,
1,3,"EV",20366,"EV","N14904","4453",14696,1469608,"SBN",13930,1393007,"ORD","1251",1.00,"1100-1159","1231",1.00,0.00,0.00,84.00,
1,3,"EV",20366,"EV","N606UX","4454",12266,1226603,"IAH",14524,1452401,"RIC","1815",0.00,"1800-1859","2149",0.00,0.00,0.00,1157.00,
1,3,"EV",20366,"EV","N17560","4455",14685,1468502,"SAV",11618,1161802,"EWR","1851",0.00,"1800-1859","2107",0.00,0.00,0.00,708.00,
1,3,"EV",20366,"EV","N616UX","4456",13930,1393007,"ORD",11278,1127805,"DCA","0850",1.00,"0800-0859","1234",1.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N11535","4458",15412,1541205,"TYS",11618,1161802,"EWR","0659",0.00,"0700-0759","0852",0.00,0.00,0.00,631.00,
1,3,"EV",20366,"EV","N15980","4462",11540,1154005,"ELP",12266,1226603,"IAH","1352",0.00,"1400-1459","1703",0.00,0.00,0.00,667.00,
1,3,"EV",20366,"EV","N11165","4464",12266,1226603,"IAH",10693,1069302,"BNA","1415",0.00,"1400-1459","1555",0.00,0.00,0.00,657.00,
1,3,"EV",20366,"EV","N15980","4465",12266,1226603,"IAH",11540,1154005,"ELP","1205",0.00,"1200-1259","1323",0.00,0.00,0.00,667.00,
1,3,"EV",20366,"EV","N21537","4468",12953,1295304,"LGA",11042,1104205,"CLE","1059",0.00,"1100-1159","1231",0.00,0.00,0.00,419.00,
1,3,"EV",20366,"EV","N13979","4472",12451,1245102,"JAX",11618,1161802,"EWR","1124",0.00,"1100-1159","1342",0.00,0.00,0.00,820.00,
1,3,"EV",20366,"EV","N48901","4473",11193,1119302,"CVG",13930,1393007,"ORD","0847",0.00,"0800-0859","0935",1.00,0.00,0.00,264.00,
1,3,"EV",20366,"EV","N601UX","4474",13930,1393007,"ORD",11278,1127805,"DCA","1009",0.00,"1000-1059","1313",0.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N601UX","4477",13931,1393102,"ORF",13930,1393007,"ORD","0729",0.00,"0700-0759","0918",1.00,0.00,0.00,717.00,
1,3,"EV",20366,"EV","N22909","4481",13930,1393007,"ORD",14783,1478302,"SGF","1556",0.00,"1600-1659","1731",0.00,0.00,0.00,438.00,
1,3,"EV",20366,"EV","N602UX","4487",13930,1393007,"ORD",11278,1127805,"DCA","1042",1.00,"0900-0959","1340",1.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N14573","4488",12266,1226603,"IAH",12896,1289607,"LBB","1912",1.00,"1800-1859","2050",1.00,0.00,0.00,458.00,
1,3,"EV",20366,"EV","N605UX","3966",13198,1319801,"MCI",12266,1226603,"IAH","1816",0.00,"1800-1859","2026",0.00,0.00,0.00,643.00,
1,3,"EV",20366,"EV","N14568","3967",10781,1078105,"BTR",12266,1226603,"IAH","1157",0.00,"1200-1259","1319",0.00,0.00,0.00,253.00,
1,3,"EV",20366,"EV","N17159","3969",11618,1161802,"EWR",11193,1119302,"CVG","1156",0.00,"1200-1259","1354",0.00,0.00,0.00,569.00,
1,3,"EV",20366,"EV","N15555","3971",11618,1161802,"EWR",11996,1199603,"GSP","2142",0.00,"2100-2159","2342",0.00,0.00,0.00,594.00,
1,3,"EV",20366,"EV","N15983","3972",10747,1074706,"BRO",12266,1226603,"IAH","0726",0.00,"0700-0759","0840",0.00,0.00,0.00,308.00,
1,3,"EV",20366,"EV","N14905","3974",11140,1114008,"CRP",12266,1226603,"IAH","1414",0.00,"1400-1459","1505",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N16561","3976",13930,1393007,"ORD",14576,1457606,"ROC","1753",0.00,"1800-1859","2035",0.00,0.00,0.00,528.00,
1,3,"EV",20366,"EV","N15980","3978",12951,1295106,"LFT",12266,1226603,"IAH","0926",0.00,"0900-0959","1027",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N22909","3979",14492,1449202,"RDU",11618,1161802,"EWR","0908",0.00,"0900-0959","1048",0.00,0.00,0.00,416.00,
1,3,"EV",20366,"EV","N13992","3980",12266,1226603,"IAH",10185,1018502,"AEX","1935",0.00,"1900-1959","2030",0.00,0.00,0.00,190.00,
1,3,"EV",20366,"EV","N12563","3981",12945,1294503,"LEX",12266,1226603,"IAH","1627",0.00,"1600-1659","1834",0.00,0.00,0.00,828.00,
1,3,"EV",20366,"EV","N10575","3982",11618,1161802,"EWR",11278,1127805,"DCA","1555",1.00,"1500-1559","1724",1.00,0.00,0.00,199.00,
1,3,"EV",20366,"EV","N13992","3983",11982,1198202,"GRK",12266,1226603,"IAH","1200",0.00,"1200-1259","1251",0.00,0.00,0.00,166.00,
1,3,"EV",20366,"EV","N48901","3984",13930,1393007,"ORD",11193,1119302,"CVG","1828",0.00,"1800-1859","2035",0.00,0.00,0.00,264.00,
1,3,"EV",20366,"EV","N610UX","3985",11278,1127805,"DCA",13930,1393007,"ORD","0940",0.00,"0900-0959","1051",0.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N29906","3987",13377,1337702,"MLU",12266,1226603,"IAH","0515",0.00,"0001-0559","0652",0.00,0.00,0.00,262.00,
1,3,"EV",20366,"EV","N14180","3988",10431,1043105,"AVL",11618,1161802,"EWR","1041",0.00,"1000-1059","1229",0.00,0.00,0.00,583.00,
1,3,"EV",20366,"EV","N18556","3989",14685,1468502,"SAV",13930,1393007,"ORD","1023",0.00,"1000-1059","1155",0.00,0.00,0.00,773.00,
1,3,"EV",20366,"EV","N12564","3990",14122,1412202,"PIT",11618,1161802,"EWR","1223",0.00,"1200-1259","1415",0.00,0.00,0.00,319.00,
1,3,"EV",20366,"EV","N16546","3991",11193,1119302,"CVG",11618,1161802,"EWR","1249",0.00,"1200-1259","1449",0.00,0.00,0.00,569.00,
1,3,"EV",20366,"EV","N15572","3995",12266,1226603,"IAH",15624,1562404,"VPS","1219",0.00,"1200-1259","1403",0.00,0.00,0.00,528.00,
1,3,"EV",20366,"EV","N11547","3996",11618,1161802,"EWR",10874,1087402,"CAK","2053",0.00,"2000-2059","2223",0.00,0.00,0.00,382.00,
1,3,"EV",20366,"EV","N11164","3997",11057,1105703,"CLT",11618,1161802,"EWR","1950",1.00,"1100-1159","2132",1.00,0.00,0.00,529.00,
1,3,"EV",20366,"EV","N13538","3998",11973,1197302,"GPT",12266,1226603,"IAH","1150",0.00,"1100-1159","1340",0.00,0.00,0.00,376.00,
1,3,"EV",20366,"EV","N11547","3999",13930,1393007,"ORD",14576,1457606,"ROC","0858",0.00,"0900-0959","1203",0.00,0.00,0.00,528.00,
1,3,"EV",20366,"EV","N29917","4000",11618,1161802,"EWR",10693,1069302,"BNA","1557",0.00,"1600-1659","1731",0.00,0.00,0.00,748.00,
1,3,"EV",20366,"EV","N21537","4001",11042,1104205,"CLE",12953,1295304,"LGA","0844",0.00,"0800-0859","1014",0.00,0.00,0.00,419.00,
1,3,"EV",20366,"EV","N14907","4002",11057,1105703,"CLT",11618,1161802,"EWR","1245",0.00,"1200-1259","1433",0.00,0.00,0.00,529.00,
1,3,"EV",20366,"EV","N14991","4003",12448,1244807,"JAN",12266,1226603,"IAH","1358",0.00,"1400-1459","1537",0.00,0.00,0.00,351.00,
1,3,"EV",20366,"EV","N13978","4005",11618,1161802,"EWR",11433,1143302,"DTW","1131",0.00,"1100-1159","1325",0.00,0.00,0.00,488.00,
1,3,"EV",20366,"EV","N603UX","4007",11624,1162403,"EYW",13930,1393007,"ORD","1617",0.00,"1600-1659","1845",0.00,0.00,0.00,1251.00,
1,3,"EV",20366,"EV","N11165","4008",10693,1069302,"BNA",11618,1161802,"EWR","1715",0.00,"1700-1759","2109",1.00,0.00,0.00,748.00,
1,3,"EV",20366,"EV","N11165","4009",12266,1226603,"IAH",11140,1114008,"CRP","1008",0.00,"1000-1059","1115",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N15983","4012",12266,1226603,"IAH",12992,1299206,"LIT","1447",0.00,"1400-1459","1601",0.00,0.00,0.00,374.00,
1,3,"EV",20366,"EV","N16981","4013",12896,1289607,"LBB",12266,1226603,"IAH","1301",0.00,"1300-1359","1431",0.00,0.00,0.00,458.00,
1,3,"EV",20366,"EV","N16571","4016",13930,1393007,"ORD",10874,1087402,"CAK","1125",0.00,"1100-1159","1346",0.00,0.00,0.00,343.00,
1,3,"EV",20366,"EV","N11536","4018",13930,1393007,"ORD",12339,1233904,"IND","1421",0.00,"1400-1459","1626",0.00,0.00,0.00,177.00,
1,3,"EV",20366,"EV","N17185","4019",13930,1393007,"ORD",11577,1157706,"ERI","1010",1.00,"2100-2159","1258",1.00,0.00,0.00,398.00,
1,3,"EV",20366,"EV","N16561","4021",12266,1226603,"IAH",13244,1324402,"MEM","1157",0.00,"1200-1259","1329",0.00,0.00,0.00,468.00,
1,3,"EV",20366,"EV","N13988","4022",13930,1393007,"ORD",15016,1501606,"STL","1120",0.00,"1100-1159","1241",0.00,0.00,0.00,258.00,
1,3,"EV",20366,"EV","N14558","4023",12266,1226603,"IAH",10279,1027903,"AMA","1826",0.00,"1800-1859","2014",0.00,0.00,0.00,517.00,
1,3,"EV",20366,"EV","N11547","4024",11057,1105703,"CLT",11618,1161802,"EWR","1740",0.00,"1700-1759","1953",0.00,0.00,0.00,529.00,
1,3,"EV",20366,"EV","N605UX","4026",12266,1226603,"IAH",14122,1412202,"PIT","0931",0.00,"0900-0959","1317",0.00,0.00,0.00,1117.00,
1,3,"EV",20366,"EV","N12564","4027",11618,1161802,"EWR",14307,1430705,"PVD","1458",0.00,"1500-1559","1558",0.00,0.00,0.00,160.00,
1,3,"EV",20366,"EV","N48901","4030",11577,1157706,"ERI",13930,1393007,"ORD","1652",0.00,"1700-1759","1727",0.00,0.00,0.00,398.00,
1,3,"EV",20366,"EV","N14558","4031",11140,1114008,"CRP",12266,1226603,"IAH","0934",0.00,"0900-0959","1034",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N22909","4032",14783,1478302,"SGF",13930,1393007,"ORD","1822",0.00,"1800-1859","2005",0.00,0.00,0.00,438.00,
1,3,"EV",20366,"EV","N611UX","4033",11057,1105703,"CLT",13930,1393007,"ORD","0759",0.00,"0800-0859","0949",1.00,0.00,0.00,599.00,
1,3,"EV",20366,"EV","N603UX","4034",13930,1393007,"ORD",11624,1162403,"EYW","1119",0.00,"1100-1159","1524",0.00,0.00,0.00,1251.00,
1,3,"EV",20366,"EV","N602UX","4035",11278,1127805,"DCA",13930,1393007,"ORD","1405",1.00,"1200-1259","1505",1.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N14916","4036",11995,1199502,"GSO",11618,1161802,"EWR","1222",0.00,"1200-1259","1421",0.00,0.00,0.00,445.00,
1,3,"EV",20366,"EV","N14977","4038",14576,1457606,"ROC",13930,1393007,"ORD","0925",0.00,"0900-0959","1021",0.00,0.00,0.00,528.00,
1,3,"EV",20366,"EV","N16559","4039",12266,1226603,"IAH",12278,1227805,"ICT","1224",0.00,"1200-1259","1403",0.00,0.00,0.00,542.00,
1,3,"EV",20366,"EV","N14180","4040",11618,1161802,"EWR",10431,1043105,"AVL","0752",0.00,"0700-0759","0954",0.00,0.00,0.00,583.00,
1,3,"EV",20366,"EV","N16541","4041",12339,1233904,"IND",12266,1226603,"IAH","1653",0.00,"1700-1759","1855",0.00,0.00,0.00,844.00,
1,3,"EV",20366,"EV","N48901","4042",13930,1393007,"ORD",11577,1157706,"ERI","1402",0.00,"1400-1459","1623",0.00,0.00,0.00,398.00,
1,3,"EV",20366,"EV","N615UX","4043",11278,1127805,"DCA",13930,1393007,"ORD","1739",0.00,"1700-1759","1900",0.00,0.00,0.00,612.00,
1,3,"EV",20366,"EV","N16170","4044",13930,1393007,"ORD",15370,1537002,"TUL","1446",1.00,"1200-1259","1637",1.00,0.00,0.00,585.00,
1,3,"EV",20366,"EV","N19554","4045",12915,1291503,"LCH",12266,1226603,"IAH","1210",0.00,"1200-1259","1302",0.00,0.00,0.00,127.00,
1,3,"EV",20366,"EV","N14573","4046",11618,1161802,"EWR",10693,1069302,"BNA","1401",0.00,"1300-1359","1532",0.00,0.00,0.00,748.00,
1,3,"EV",20366,"EV","N16546","4048",13930,1393007,"ORD",11193,1119302,"CVG","0922",0.00,"0900-0959","1136",0.00,0.00,0.00,264.00,
1,3,"EV",20366,"EV","N21537","4049",11042,1104205,"CLE",11278,1127805,"DCA","1322",0.00,"1300-1359","1435",0.00,0.00,0.00,310.00,
1,3,"EV",20366,"EV","N16987","4050",12266,1226603,"IAH",11049,1104903,"CLL","1429",0.00,"1400-1459","1517",0.00,0.00,0.00,74.00,
1,3,"EV",20366,"EV","N14977","4051",13930,1393007,"ORD",10785,1078502,"BTV","1354",0.00,"1400-1459","1658",0.00,0.00,0.00,763.00,
1,3,"EV",20366,"EV","N611UX","4052",13930,1393007,"ORD",12094,1209402,"HDN","1028",1.00,"1000-1059","1257",1.00,0.00,0.00,1009.00,
1,3,"EV",20366,"EV","N14977","4053",10785,1078502,"BTV",11618,1161802,"EWR","1751",0.00,"1800-1859","1904",0.00,0.00,0.00,266.00,
1,3,"EV",20366,"EV","N15574","4054",12266,1226603,"IAH",12896,1289607,"LBB","1438",0.00,"1400-1459","1614",0.00,0.00,0.00,458.00,
1,3,"EV",20366,"EV","N11547","4055",11618,1161802,"EWR",11057,1105703,"CLT","1455",0.00,"1500-1559","1655",0.00,0.00,0.00,529.00,
1,3,"EV",20366,"EV","N14916","4056",11618,1161802,"EWR",14524,1452401,"RIC","1510",0.00,"1500-1559","1630",0.00,0.00,0.00,277.00,
1,3,"EV",20366,"EV","N13908","4057",10792,1079206,"BUF",11618,1161802,"EWR","1119",0.00,"1100-1159","1240",0.00,0.00,0.00,282.00,
1,3,"EV",20366,"EV","N13978","4058",11433,1143302,"DTW",11618,1161802,"EWR","1432",0.00,"1400-1459","1611",0.00,0.00,0.00,488.00,
1,3,"EV",20366,"EV","N13903","4059",11996,1199603,"GSP",13930,1393007,"ORD","0930",0.00,"0900-0959","1034",0.00,0.00,0.00,577.00,
1,3,"EV",20366,"EV","N16559","4062",11973,1197302,"GPT",12266,1226603,"IAH","0852",0.00,"0900-0959","1018",0.00,0.00,0.00,376.00,
1,3,"EV",20366,"EV","N616UX","4063",13930,1393007,"ORD",11540,1154005,"ELP","1947",0.00,"1900-1959","2225",0.00,0.00,0.00,1236.00,
1,3,"EV",20366,"EV","N12563","4064",12266,1226603,"IAH",12945,1294503,"LEX","1201",0.00,"1200-1259","1458",0.00,0.00,0.00,828.00,
1,3,"EV",20366,"EV","N613UX","4065",12266,1226603,"IAH",11042,1104205,"CLE","1428",0.00,"1400-1459","1753",0.00,0.00,0.00,1091.00,
1,3,"EV",20366,"EV","N602UX","4066",11775,1177502,"FSD",13930,1393007,"ORD","0610",0.00,"0600-0659","0821",0.00,0.00,0.00,463.00,
1,3,"EV",20366,"EV","N608UX","4068",11433,1143302,"DTW",13930,1393007,"ORD","1414",0.00,"1400-1459","1435",0.00,0.00,0.00,235.00,
1,3,"EV",20366,"EV","N18556","4070",13930,1393007,"ORD",13244,1324402,"MEM","1242",0.00,"1200-1259","1430",0.00,0.00,0.00,491.00,
1,3,"EV",20366,"EV","N604UX","4071",13930,1393007,"ORD",11042,1104205,"CLE","1539",0.00,"1500-1559","1759",0.00,0.00,0.00,315.00,
1,3,"EV",20366,"EV","N604UX","4074",13930,1393007,"ORD",15412,1541205,"TYS","2118",0.00,"2100-2159","2345",0.00,0.00,0.00,475.00,
1,3,"EV",20366,"EV","N16981","4075",12266,1226603,"IAH",13256,1325602,"MFE","1630",0.00,"1600-1659","1751",0.00,0.00,0.00,316.00,
1,3,"EV",20366,"EV","N15912","4076",12266,1226603,"IAH",12206,1220605,"HRL","1633",0.00,"1600-1659","1752",0.00,0.00,0.00,295.00,
1,3,"EV",20366,"EV","N15983","4077",13422,1342202,"MOB",12266,1226603,"IAH","1132",0.00,"1100-1159","1343",1.00,0.00,0.00,427.00,
1,3,"EV",20366,"EV","N609UX","4078",12266,1226603,"IAH",11193,1119302,"CVG","1624",0.00,"1600-1659","1940",0.00,0.00,0.00,871.00,
1,3,"EV",20366,"EV","N17560","4080",11618,1161802,"EWR",14524,1452401,"RIC","1028",0.00,"1000-1059","1216",1.00,0.00,0.00,277.00,
1,3,"EV",20366,"EV","N14907","4082",11618,1161802,"EWR",11057,1105703,"CLT","0943",0.00,"0900-0959","1159",0.00,0.00,0.00,529.00,
1,3,"EV",20366,"EV","N15986","4086",12206,1220605,"HRL",12266,1226603,"IAH","1600",0.00,"1600-1659","1705",0.00,0.00,0.00,295.00,
1,3,"EV",20366,"EV","N14905","4087",12266,1226603,"IAH",11140,1114008,"CRP","1213",0.00,"1200-1259","1327",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N603UX","4088",11540,1154005,"ELP",13930,1393007,"ORD","0621",0.00,"0600-0659","1044",0.00,0.00,0.00,1236.00,
1,3,"EV",20366,"EV","N18556","4090",13244,1324402,"MEM",12266,1226603,"IAH","1508",0.00,"1500-1559","1703",0.00,0.00,0.00,468.00,
1,3,"EV",20366,"EV","N11535","4091",11618,1161802,"EWR",11057,1105703,"CLT","1650",0.00,"1700-1759","1909",0.00,0.00,0.00,529.00,
1,3,"EV",20366,"EV","N16981","4092",12266,1226603,"IAH",11973,1197302,"GPT","2130",0.00,"2100-2159","2240",0.00,0.00,0.00,376.00,
1,3,"EV",20366,"EV","N16541","4093",11618,1161802,"EWR",12339,1233904,"IND","1403",0.00,"1400-1459","1621",0.00,0.00,0.00,645.00,
1,3,"EV",20366,"EV","N22909","4097",13930,1393007,"ORD",14524,1452401,"RIC","2102",0.00,"2100-2159","0002",0.00,0.00,0.00,642.00,
1,3,"EV",20366,"EV","N19554","4098",12266,1226603,"IAH",13256,1325602,"MFE","1440",0.00,"1400-1459","1601",0.00,0.00,0.00,316.00,
1,3,"EV",20366,"EV","N14180","4099",11618,1161802,"EWR",11066,1106606,"CMH","1404",0.00,"1400-1459","1552",0.00,0.00,0.00,463.00,
1,3,"EV",20366,"EV","N15912","4101",12266,1226603,"IAH",10747,1074706,"BRO","0956",0.00,"1000-1059","1126",0.00,0.00,0.00,308.00,
1,3,"EV",20366,"EV","N17560","4103",13930,1393007,"ORD",14685,1468502,"SAV","1515",1.00,"1400-1459","1828",1.00,0.00,0.00,773.00,
1,3,"EV",20366,"EV","N10575","4104",11433,1143302,"DTW",11618,1161802,"EWR","1157",0.00,"1200-1259","1323",0.00,0.00,0.00,488.00,
1,3,"EV",20366,"EV","N13908","4107",11618,1161802,"EWR",10792,1079206,"BUF","0823",0.00,"0800-0859","0954",0.00,0.00,0.00,282.00,
1,3,"EV",20366,"EV","N13978","4108",11618,1161802,"EWR",11066,1106606,"CMH","1712",0.00,"1700-1759","1911",0.00,0.00,0.00,463.00,
1,3,"EV",20366,"EV","N13995","4109",12266,1226603,"IAH",11973,1197302,"GPT","1945",0.00,"1900-1959","2102",0.00,0.00,0.00,376.00,
1,3,"EV",20366,"EV","N11536","4110",12339,1233904,"IND",13930,1393007,"ORD","1649",0.00,"1600-1659","1651",0.00,0.00,0.00,177.00,
1,3,"EV",20366,"EV","N14902","4111",12266,1226603,"IAH",13256,1325602,"MFE","1154",0.00,"1200-1259","1313",0.00,0.00,0.00,316.00,
1,3,"EV",20366,"EV","N14562","4112",12266,1226603,"IAH",11140,1114008,"CRP","1616",0.00,"1600-1659","1734",0.00,0.00,0.00,201.00,
1,3,"EV",20366,"EV","N15574","4112",15370,1537002,"TUL",12266,1226603,"IAH","1139",0.00,"1100-1159","1324",0.00,0.00,0.00,429.00,
1,3,"EV",20366,"EV","N14902","4114",15016,1501606,"STL",12266,1226603,"IAH","0840",0.00,"0800-0859","1105",0.00,0.00,0.00,667.00,
1,3,"EV",20366,"EV","N14180","4115",11066,1106606,"CMH",13930,1393007,"ORD","1625",0.00,"1600-1659","1646",0.00,0.00,0.00,296.00,
1,3,"EV",20366,"EV","N11547","4116",14576,1457606,"ROC",11618,1161802,"EWR","1227",0.00,"1200-1259","1342",0.00,0.00,0.00,246.00,
1,3,"EV",20366,"EV","N16571","4118",10874,1087402,"CAK",11618,1161802,"EWR","1428",0.00,"1400-1459","1602",0.00,0.00,0.00,382.00,
1,3,"EV",20366,"EV","N12135","4119",11618,1161802,"EWR",14524,1452401,"RIC","1954",0.00,"1900-1959","2112",0.00,0.00,0.00,277.00,
1,3,"EV",20366,"EV","N612UX","4121",12266,1226603,"IAH",11193,1119302,"CVG","0723",0.00,"0700-0759","1029",0.00,0.00,0.00,871.00,
1,3,"EV",20366,"EV","N14904","4122",12339,1233904,"IND",12266,1226603,"IAH","1523",0.00,"1500-1559","1727",0.00,0.00,0.00,844.00,
1,3,"EV",20366,"EV","N14568","4123",15412,1541205,"TYS",12266,1226603,"IAH","0728",0.00,"0700-0759","0923",1.00,0.00,0.00,771.00,
1,3,"EV",20366,"EV","N14188","4124",12266,1226603,"IAH",13502,1350202,"MTJ","1216",0.00,"1200-1259","1411",0.00,0.00,0.00,927.00,
1,3,"EV",20366,"EV","N14542","4126",13930,1393007,"ORD",11996,1199603,"GSP","0821",0.00,"0800-0859","1108",0.00,0.00,0.00,577.00,
1,3,"EV",20366,"EV","N13992","4127",12266,1226603,"IAH",11982,1198202,"GRK","0955",0.00,"1000-1059","1052",0.00,0.00,0.00,166.00,
1,3,"EV",20366,"EV","N610UX","4131",10994,1099402,"CHS",13930,1393007,"ORD","1642",0.00,"1600-1659","1803",0.00,0.00,0.00,760.00,
1,3,"EV",20366,"EV","N14991","4133",14814,1481402,"SHV",12266,1226603,"IAH","1749",0.00,"1700-1759","1910",0.00,0.00,0.00,192.00,
1,3,"EV",20366,"EV","N15980","4134",12266,1226603,"IAH",15370,1537002,"TUL","1827",0.00,"1800-1859","1959",0.00,0.00,0.00,429.00,
1,3,"EV",20366,"EV","N19554","4135",13256,1325602,"MFE",12266,1226603,"IAH","1711",0.00,"1700-1759","1828",0.00,0.00,0.00,316.00,
1,3,"EV",20366,"EV","N14902","4136",13256,1325602,"MFE",12266,1226603,"IAH","1407",0.00,"1400-1459","1517",0.00,0.00,0.00,316.00,
1,3,"EV",20366,"EV","N607UX","4138",11042,1104205,"CLE",12266,1226603,"IAH","1110",0.00,"1100-1159","1344",0.00,0.00,0.00,1091.00,
1,3,"EV",20366,"EV","N14991","4139",12266,1226603,"IAH",12448,1244807,"JAN","1202",0.00,"1200-1259","1330",0.00,0.00,0.00,351.00,
1,3,"EV",20366,"EV","N14902","4140",12266,1226603,"IAH",10781,1078105,"BTR","1628",0.00,"1600-1659","1723",0.00,0.00,0.00,253.00,
